DateTime,Experiment,Iteration,RequestedAngle,RequestedSpeed,voltage,Correction,Deceleration,GyroStartAngle,GyroEndAngle,ActualStartAngle,ActualEndAngle,GyroError,ActualError,StartFoundRobot,EndFoundRobot
2023-08-15 19:39:40.330406,27,3,45,400,8126,0.02,400,0.0,39.59424,205.8910142790935,245.7309554728266,39.59424,39.8399411937331,True,True

2023-08-15 19:39:49.932676,28,0,300,400,8127,0,200,0.0,-55.53345,245.85445803957833,189.61456927090094,55.53345,56.23988876867739,True,True

2023-08-15 19:39:59.113219,29,0,150,300,8127,0.01,500,0.0,142.7947,189.91865062606084,334.61209370890407,142.7947,144.69344308284323,True,True

2023-08-15 19:40:08.351904,29,1,150,300,8125,0.01,500,0.0,144.6296,334.61209370890407,118.15988128466064,144.6296,216.45221242424344,True,True

2023-08-15 19:40:17.715814,30,0,210,800,8125,-0.02,400,0.0,-147.9209,117.89727103094762,330.8323866204222,147.9209,212.93511558947458,True,True

2023-08-15 19:40:27.066714,30,1,210,800,8125,-0.02,400,0.0,-149.093,330.8323866204222,180.9548412538722,149.093,149.87754536655,True,True

2023-08-15 19:40:35.707837,31,0,30,500,8125,0.03,300,0.0,23.91382,180.9548412538722,204.2690445271734,23.91382,23.314203273301217,True,True

2023-08-15 19:40:45.481987,32,0,240,700,8124,0.02,200,0.0,-111.0215,204.2690445271734,95.58724396420435,111.0215,108.68180056296906,True,True

2023-08-15 19:40:54.964876,32,1,240,700,8123,0.02,200,0.0,-110.9094,95.2786460634189,345.24127553924353,110.9094,249.96262947582463,True,True

2023-08-15 19:41:04.693743,33,0,180,500,8122,-0.02,500,0.0,-178.4194,345.52970589993413,168.5085609118866,178.4194,177.02114498804752,True,True

2023-08-15 19:41:14.591227,33,1,180,500,8122,-0.02,500,0.0,-178.9858,168.5085609118866,0.30970389995883885,178.9858,168.19885701192777,True,True

2023-08-15 19:41:23.829312,33,2,180,500,8122,-0.02,500,0.0,-177.3413,-0.0,176.20693571831137,177.3413,176.20693571831137,True,True

2023-08-15 19:41:33.308574,33,3,180,500,8120,-0.02,500,0.0,-177.4063,176.20693571831137,-0.0,177.4063,176.20693571831137,True,True

2023-08-15 19:41:42.066334,34,0,60,200,8120,0.03,500,0.0,52.65259,-0.0,49.557419019714004,52.65259,49.557419019714004,True,True

2023-08-15 19:41:51.071356,34,1,60,200,8121,0.03,500,0.0,54.03271,48.758555685472,103.51941411412938,54.03271,54.76085842865738,True,True

2023-08-15 19:42:00.735183,35,0,210,800,8119,0.01,200,0.0,-143.9077,103.51941411412938,320.8922276173191,143.9077,217.37281350318975,True,True

2023-08-15 19:42:10.326170,35,1,210,800,8119,0.01,200,0.0,-143.1409,320.71059313749964,180.0,143.1409,140.71059313749964,True,True

2023-08-15 19:42:19.881610,35,2,210,800,8118,0.01,200,0.0,-142.7983,180.0,33.03622110875595,142.7983,146.96377889124403,True,True

2023-08-15 19:42:29.710898,35,3,210,800,8118,0.01,200,0.0,-142.666,33.03622110875595,252.80833702474058,142.666,219.7721159159846,True,True

2023-08-15 19:42:38.409004,36,0,45,700,8117,-0.01,300,0.0,38.67749,253.09768296743596,291.52647983294946,38.67749,38.428796865513505,True,True

2023-08-15 19:42:47.288232,36,1,45,700,8117,-0.01,300,0.0,39.39722,292.0752877995728,332.5255683737229,39.39722,40.4502805741501,True,True

